datetime,depth_cm,ref,plot,batt_v,redox_mv,datetime_raw
2023-06-05 16:25:00,30,ra,Freshwater,12.27,552.2594,2023-06-05 16:25:00
2023-06-05 16:25:00,30,ra,Seawater,12.49,522.01956,2023-06-05 16:25:00
2023-06-05 16:25:00,50,ra,Freshwater,12.27,588.27706,2023-06-05 16:25:00
2023-06-05 16:25:00,50,ra,Seawater,12.49,543.74904,2023-06-05 16:25:00
2023-06-05 16:30:00,5,ra,Freshwater,12.26,823.00348,2023-06-05 16:30:00
2023-06-05 16:30:00,5,ra,Seawater,12.48,800.2389000000001,2023-06-05 16:30:00
2023-06-05 16:30:00,15,ra,Freshwater,12.26,555.4874,2023-06-05 16:30:00
2023-06-05 16:30:00,15,ra,Seawater,12.48,492.78536,2023-06-05 16:30:00
2023-06-05 16:30:00,30,ra,Freshwater,12.26,552.12348,2023-06-05 16:30:00
2023-06-05 16:30:00,30,ra,Seawater,12.48,521.8149,2023-06-05 16:30:00
2023-06-05 16:30:00,50,ra,Freshwater,12.26,588.345,2023-06-05 16:30:00
2023-06-05 16:30:00,50,ra,Seawater,12.48,543.71492,2023-06-05 16:30:00
2023-06-05 16:35:00,5,ra,Control,12.71,510.35184,2023-06-05 16:35:00
2023-06-05 16:35:00,5,ra,Freshwater,12.26,823.64904,2023-06-05 16:35:00
2023-06-05 16:35:00,5,ra,Seawater,12.47,801.33048,2023-06-05 16:35:00
2023-06-05 16:35:00,15,ra,Control,12.71,488.79392,2023-06-05 16:35:00
2023-06-05 16:35:00,15,ra,Freshwater,12.26,554.67192,2023-06-05 16:35:00
2023-06-05 16:35:00,15,ra,Seawater,12.47,493.09238,2023-06-05 16:35:00
2023-06-05 16:35:00,30,ra,Control,12.71,525.93092,2023-06-05 16:35:00
2023-06-05 16:35:00,30,ra,Freshwater,12.26,551.68176,2023-06-05 16:35:00
2023-06-05 16:35:00,30,ra,Seawater,12.47,521.98544,2023-06-05 16:35:00
2023-06-05 16:35:00,50,ra,Control,12.71,568.91008,2023-06-05 16:35:00
2023-06-05 16:35:00,50,ra,Freshwater,12.26,588.379,2023-06-05 16:35:00
2023-06-05 16:35:00,50,ra,Seawater,12.47,543.6808,2023-06-05 16:35:00
2023-06-05 16:40:00,5,ra,Control,12.7,483.73758,2023-06-05 16:40:00
2023-06-05 16:40:00,5,ra,Freshwater,12.26,823.34334,2023-06-05 16:40:00
2023-06-05 16:40:00,5,ra,Seawater,12.46,801.6716,2023-06-05 16:40:00
2023-06-05 16:40:00,15,ra,Control,12.7,483.9426,2023-06-05 16:40:00
2023-06-05 16:40:00,15,ra,Freshwater,12.26,554.2302,2023-06-05 16:40:00
2023-06-05 16:40:00,15,ra,Seawater,12.46,493.29706,2023-06-05 16:40:00
2023-06-05 16:40:00,30,ra,Control,12.7,521.25042,2023-06-05 16:40:00
2023-06-05 16:40:00,30,ra,Freshwater,12.26,551.54584,2023-06-05 16:40:00
2023-06-05 16:40:00,30,ra,Seawater,12.46,522.1219,2023-06-05 16:40:00
2023-06-05 16:40:00,50,ra,Control,12.7,564.5712199999999,2023-06-05 16:40:00
2023-06-05 16:40:00,50,ra,Freshwater,12.26,588.41296,2023-06-05 16:40:00
2023-06-05 16:40:00,50,ra,Seawater,12.46,543.74904,2023-06-05 16:40:00
2023-06-05 16:45:00,5,ra,Control,12.69,490.9805,2023-06-05 16:45:00
2023-06-05 16:45:00,5,ra,Freshwater,12.26,822.52778,2023-06-05 16:45:00
2023-06-05 16:45:00,5,ra,Seawater,12.46,803.10436,2023-06-05 16:45:00
2023-06-05 16:45:00,15,ra,Control,12.69,487.5299,2023-06-05 16:45:00
2023-06-05 16:45:00,15,ra,Freshwater,12.26,553.48264,2023-06-05 16:45:00
2023-06-05 16:45:00,15,ra,Seawater,12.46,493.7405,2023-06-05 16:45:00
2023-06-05 16:45:00,30,ra,Control,12.69,524.12024,2023-06-05 16:45:00
2023-06-05 16:45:00,30,ra,Freshwater,12.26,551.7837,2023-06-05 16:45:00
2023-06-05 16:45:00,30,ra,Seawater,12.46,522.2924399999999,2023-06-05 16:45:00
2023-06-05 16:45:00,50,ra,Control,12.69,567.3727,2023-06-05 16:45:00
2023-06-05 16:45:00,50,ra,Freshwater,12.26,588.2091,2023-06-05 16:45:00
2023-06-05 16:45:00,50,ra,Seawater,12.46,543.7831600000001,2023-06-05 16:45:00
2023-06-05 16:50:00,5,ra,Control,12.68,492.62042,2023-06-05 16:50:00
2023-06-05 16:50:00,5,ra,Freshwater,12.25,822.42578,2023-06-05 16:50:00
2023-06-05 16:50:00,5,ra,Seawater,12.45,801.9104600000001,2023-06-05 16:50:00
2023-06-05 16:50:00,15,ra,Control,12.68,489.64808,2023-06-05 16:50:00
2023-06-05 16:50:00,15,ra,Freshwater,12.25,552.63316,2023-06-05 16:50:00
2023-06-05 16:50:00,15,ra,Seawater,12.45,494.18396,2023-06-05 16:50:00
2023-06-05 16:50:00,30,ra,Control,12.68,525.55516,2023-06-05 16:50:00
2023-06-05 16:50:00,30,ra,Freshwater,12.25,551.37594,2023-06-05 16:50:00
2023-06-05 16:50:00,30,ra,Seawater,12.45,522.49712,2023-06-05 16:50:00
2023-06-05 16:50:00,50,ra,Control,12.68,568.77346,2023-06-05 16:50:00
2023-06-05 16:50:00,50,ra,Freshwater,12.25,588.4469399999999,2023-06-05 16:50:00
2023-06-05 16:50:00,50,ra,Seawater,12.45,543.74904,2023-06-05 16:50:00
2023-06-05 16:55:00,5,ra,Control,12.67,492.48375999999996,2023-06-05 16:55:00
2023-06-05 16:55:00,5,ra,Freshwater,12.25,822.4258199999999,2023-06-05 16:55:00
2023-06-05 16:55:00,5,ra,Seawater,12.44,802.55872,2023-06-05 16:55:00
2023-06-05 16:55:00,15,ra,Control,12.67,490.74138,2023-06-05 16:55:00
2023-06-05 16:55:00,15,ra,Freshwater,12.25,552.19144000000006,2023-06-05 16:55:00
2023-06-05 16:55:00,15,ra,Seawater,12.44,494.5592,2023-06-05 16:55:00
2023-06-05 16:55:00,30,ra,Control,12.67,526.3751,2023-06-05 16:55:00
2023-06-05 16:55:00,30,ra,Freshwater,12.25,551.10414,2023-06-05 16:55:00
2023-06-05 16:55:00,30,ra,Seawater,12.44,522.7018,2023-06-05 16:55:00
2023-06-05 16:55:00,50,ra,Control,12.67,569.59344,2023-06-05 16:55:00
2023-06-05 16:55:00,50,ra,Freshwater,12.25,588.0731999999999,2023-06-05 16:55:00
2023-06-05 16:55:00,50,ra,Seawater,12.44,543.95374,2023-06-05 16:55:00
2023-06-05 17:00:00,5,ra,Control,12.67,493.09872,2023-06-05 17:00:00
2023-06-05 17:00:00,5,ra,Freshwater,12.25,822.0745400000001,2023-06-05 17:00:00
2023-06-05 17:00:00,5,ra,Seawater,12.43,801.9830999999999,2023-06-05 17:00:00
2023-06-05 17:00:00,15,ra,Control,12.67,491.59548,2023-06-05 17:00:00
2023-06-05 17:00:00,15,ra,Freshwater,12.25,551.28908,2023-06-05 17:00:00
2023-06-05 17:00:00,15,ra,Seawater,12.43,494.9031,2023-06-05 17:00:00
2023-06-05 17:00:00,30,ra,Control,12.67,526.78510000000006,2023-06-05 17:00:00
2023-06-05 17:00:00,30,ra,Freshwater,12.25,550.50756,2023-06-05 17:00:00
2023-06-05 17:00:00,30,ra,Seawater,12.43,522.87528,2023-06-05 17:00:00
2023-06-05 17:00:00,50,ra,Control,12.67,570.20838,2023-06-05 17:00:00
2023-06-05 17:00:00,50,ra,Freshwater,12.25,588.46306,2023-06-05 17:00:00
2023-06-05 17:00:00,50,ra,Seawater,12.43,543.8543999999999,2023-06-05 17:00:00
2023-06-05 17:05:00,5,ra,Control,12.66,493.13288,2023-06-05 17:05:00
2023-06-05 17:05:00,5,ra,Freshwater,12.25,822.7349,2023-06-05 17:05:00
2023-06-05 17:05:00,5,ra,Seawater,12.43,802.11928,2023-06-05 17:05:00
2023-06-05 17:05:00,15,ra,Control,12.66,492.0738,2023-06-05 17:05:00
2023-06-05 17:05:00,15,ra,Freshwater,12.25,550.5287000000001,2023-06-05 17:05:00
2023-06-05 17:05:00,15,ra,Seawater,12.43,495.31224,2023-06-05 17:05:00
2023-06-05 17:05:00,30,ra,Control,12.66,526.85342,2023-06-05 17:05:00
2023-06-05 17:05:00,30,ra,Freshwater,12.25,550.4267600000001,2023-06-05 17:05:00
2023-06-05 17:05:00,30,ra,Seawater,12.43,523.04562,2023-06-05 17:05:00
2023-06-05 17:05:00,50,ra,Control,12.66,570.34506,2023-06-05 17:05:00
2023-06-05 17:05:00,50,ra,Freshwater,12.25,588.34742,2023-06-05 17:05:00
2023-06-05 17:05:00,50,ra,Seawater,12.43,543.92242,2023-06-05 17:05:00
2023-06-05 17:10:00,5,ra,Control,12.66,492.72288,2023-06-05 17:10:00
2023-06-05 17:10:00,5,ra,Freshwater,12.24,822.67328,2023-06-05 17:10:00
2023-06-05 17:10:00,5,ra,Seawater,12.42,802.38844,2023-06-05 17:10:00
2023-06-05 17:10:00,15,ra,Control,12.66,492.41544,2023-06-05 17:10:00
2023-06-05 17:10:00,15,ra,Freshwater,12.24,549.44562,2023-06-05 17:10:00
2023-06-05 17:10:00,15,ra,Seawater,12.42,495.58288,2023-06-05 17:10:00
2023-06-05 17:10:00,30,ra,Control,12.66,526.6484399999999,2023-06-05 17:10:00
2023-06-05 17:10:00,30,ra,Freshwater,12.24,550.1591999999999,2023-06-05 17:10:00
2023-06-05 17:10:00,30,ra,Seawater,12.42,523.24792,2023-06-05 17:10:00
2023-06-05 17:10:00,50,ra,Control,12.66,570.41338,2023-06-05 17:10:00
2023-06-05 17:10:00,50,ra,Freshwater,12.24,588.55584,2023-06-05 17:10:00
2023-06-05 17:10:00,50,ra,Seawater,12.42,543.95408,2023-06-05 17:10:00
2023-06-05 17:15:00,5,ra,Control,12.66,492.21046,2023-06-05 17:15:00
2023-06-05 17:15:00,5,ra,Freshwater,12.24,822.59598,2023-06-05 17:15:00
2023-06-05 17:15:00,5,ra,Seawater,12.42,801.36468,2023-06-05 17:15:00
2023-06-05 17:15:00,15,ra,Control,12.66,492.79126,2023-06-05 17:15:00
2023-06-05 17:15:00,15,ra,Freshwater,12.24,548.9637,2023-06-05 17:15:00
2023-06-05 17:15:00,15,ra,Seawater,12.42,496.06018,2023-06-05 17:15:00
2023-06-05 17:15:00,30,ra,Control,12.66,526.68262,2023-06-05 17:15:00
2023-06-05 17:15:00,30,ra,Freshwater,12.24,550.01704,2023-06-05 17:15:00
2023-06-05 17:15:00,30,ra,Seawater,12.42,523.31588,2023-06-05 17:15:00
2023-06-05 17:15:00,50,ra,Control,12.66,570.48172,2023-06-05 17:15:00
2023-06-05 17:15:00,50,ra,Freshwater,12.24,588.4472,2023-06-05 17:15:00
2023-06-05 17:15:00,50,ra,Seawater,12.42,544.05608,2023-06-05 17:15:00
2023-06-05 17:20:00,5,ra,Control,12.65,490.63888,2023-06-05 17:20:00
2023-06-05 17:20:00,5,ra,Freshwater,12.24,808.59662,2023-06-05 17:20:00
2023-06-05 17:20:00,5,ra,Seawater,12.41,801.37344,2023-06-05 17:20:00
2023-06-05 17:20:00,15,ra,Control,12.65,493.1329,2023-06-05 17:20:00
2023-06-05 17:20:00,15,ra,Freshwater,12.24,547.0948,2023-06-05 17:20:00
2023-06-05 17:20:00,15,ra,Seawater,12.41,496.4408,2023-06-05 17:20:00
2023-06-05 17:20:00,30,ra,Control,12.65,526.4775999999999,2023-06-05 17:20:00
2023-06-05 17:20:00,30,ra,Freshwater,12.24,549.74518,2023-06-05 17:20:00
2023-06-05 17:20:00,30,ra,Seawater,12.41,523.5603,2023-06-05 17:20:00
2023-06-05 17:20:00,50,ra,Control,12.65,570.37922,2023-06-05 17:20:00
2023-06-05 17:20:00,50,ra,Freshwater,12.24,587.69962,2023-06-05 17:20:00
2023-06-05 17:20:00,50,ra,Seawater,12.41,544.1302400000001,2023-06-05 17:20:00
2023-06-05 17:25:00,5,ra,Control,12.65,490.43388,2023-06-05 17:25:00
2023-06-05 17:25:00,5,ra,Freshwater,12.24,811.2585,2023-06-05 17:25:00
2023-06-05 17:25:00,5,ra,Seawater,12.41,801.3793800000001,2023-06-05 17:25:00
2023-06-05 17:25:00,15,ra,Control,12.65,493.4062,2023-06-05 17:25:00
2023-06-05 17:25:00,15,ra,Freshwater,12.24,547.03452,2023-06-05 17:25:00
2023-06-05 17:25:00,15,ra,Seawater,12.41,496.75158,2023-06-05 17:25:00
2023-06-05 17:25:00,30,ra,Control,12.65,526.34096,2023-06-05 17:25:00
2023-06-05 17:25:00,30,ra,Freshwater,12.24,549.515,2023-06-05 17:25:00
2023-06-05 17:25:00,30,ra,Seawater,12.41,523.66666,2023-06-05 17:25:00
2023-06-05 17:25:00,50,ra,Control,12.65,570.4475600000001,2023-06-05 17:25:00
2023-06-05 17:25:00,50,ra,Freshwater,12.24,588.42144,2023-06-05 17:25:00
2023-06-05 17:25:00,50,ra,Seawater,12.41,544.16846,2023-06-05 17:25:00
2023-06-05 17:30:00,5,ra,Control,12.65,490.3314,2023-06-05 17:30:00
2023-06-05 17:30:00,5,ra,Freshwater,12.24,809.82142,2023-06-05 17:30:00
2023-06-05 17:30:00,5,ra,Seawater,12.41,801.17276,2023-06-05 17:30:00
2023-06-05 17:30:00,15,ra,Control,12.65,493.67951999999997,2023-06-05 17:30:00
2023-06-05 17:30:00,15,ra,Freshwater,12.24,546.17842,2023-06-05 17:30:00
2023-06-05 17:30:00,15,ra,Seawater,12.41,497.15974,2023-06-05 17:30:00
2023-06-05 17:30:00,30,ra,Control,12.65,526.17016,2023-06-05 17:30:00
2023-06-05 17:30:00,30,ra,Freshwater,12.24,549.27052,2023-06-05 17:30:00
2023-06-05 17:30:00,30,ra,Seawater,12.41,523.83592,2023-06-05 17:30:00
2023-06-05 17:30:00,50,ra,Control,12.65,570.55006,2023-06-05 17:30:00
2023-06-05 17:30:00,50,ra,Freshwater,12.24,588.34638,2023-06-05 17:30:00
2023-06-05 17:30:00,50,ra,Seawater,12.41,544.20124,2023-06-05 17:30:00
2023-06-05 17:35:00,5,ra,Control,12.65,490.16056000000003,2023-06-05 17:35:00
2023-06-05 17:35:00,5,ra,Freshwater,12.24,808.88914,2023-06-05 17:35:00
2023-06-05 17:35:00,5,ra,Seawater,12.4,800.69526,2023-06-05 17:35:00
2023-06-05 17:35:00,15,ra,Control,12.65,493.95284,2023-06-05 17:35:00
2023-06-05 17:35:00,15,ra,Freshwater,12.24,546.08942,2023-06-05 17:35:00
2023-06-05 17:35:00,15,ra,Seawater,12.4,497.55616000000003,2023-06-05 17:35:00
2023-06-05 17:35:00,30,ra,Control,12.65,525.86266,2023-06-05 17:35:00
2023-06-05 17:35:00,30,ra,Freshwater,12.24,549.07964,2023-06-05 17:35:00
2023-06-05 17:35:00,30,ra,Seawater,12.4,524.0629200000001,2023-06-05 17:35:00
2023-06-05 17:35:00,50,ra,Control,12.65,570.48172,2023-06-05 17:35:00
2023-06-05 17:35:00,50,ra,Freshwater,12.24,588.36032,2023-06-05 17:35:00
2023-06-05 17:35:00,50,ra,Seawater,12.4,544.29268,2023-06-05 17:35:00
2023-06-05 17:40:00,5,ra,Control,12.64,490.1947,2023-06-05 17:40:00
2023-06-05 17:40:00,5,ra,Freshwater,12.24,807.00238,2023-06-05 17:40:00
2023-06-05 17:40:00,5,ra,Seawater,12.39,800.5279400000001,2023-06-05 17:40:00
2023-06-05 17:40:00,15,ra,Control,12.64,494.26034,2023-06-05 17:40:00
2023-06-05 17:40:00,15,ra,Freshwater,12.24,542.37356,2023-06-05 17:40:00
2023-06-05 17:40:00,15,ra,Seawater,12.39,497.9122,2023-06-05 17:40:00
2023-06-05 17:40:00,30,ra,Control,12.64,525.6235,2023-06-05 17:40:00
2023-06-05 17:40:00,30,ra,Freshwater,12.24,548.55772,2023-06-05 17:40:00
2023-06-05 17:40:00,30,ra,Seawater,12.39,524.17914,2023-06-05 17:40:00
2023-06-05 17:40:00,50,ra,Control,12.64,570.48172,2023-06-05 17:40:00
2023-06-05 17:40:00,50,ra,Freshwater,12.24,588.4491399999999,2023-06-05 17:40:00
2023-06-05 17:40:00,50,ra,Seawater,12.39,544.27168,2023-06-05 17:40:00
2023-06-05 17:45:00,5,ra,Control,12.64,490.0239,2023-06-05 17:45:00
2023-06-05 17:45:00,5,ra,Freshwater,12.24,806.2184,2023-06-05 17:45:00
2023-06-05 17:45:00,5,ra,Seawater,12.39,799.95178,2023-06-05 17:45:00
2023-06-05 17:45:00,15,ra,Control,12.64,494.46529999999996,2023-06-05 17:45:00
2023-06-05 17:45:00,15,ra,Freshwater,12.24,541.69234,2023-06-05 17:45:00
2023-06-05 17:45:00,15,ra,Seawater,12.39,498.1193,2023-06-05 17:45:00
2023-06-05 17:45:00,30,ra,Control,12.64,525.3501600000001,2023-06-05 17:45:00
2023-06-05 17:45:00,30,ra,Freshwater,12.24,548.79398,2023-06-05 17:45:00
2023-06-05 17:45:00,30,ra,Seawater,12.39,524.35226,2023-06-05 17:45:00
2023-06-05 17:45:00,50,ra,Control,12.64,570.44758,2023-06-05 17:45:00
2023-06-05 17:45:00,50,ra,Freshwater,12.24,588.27746,2023-06-05 17:45:00
2023-06-05 17:45:00,50,ra,Seawater,12.39,544.27428,2023-06-05 17:45:00
2023-06-05 17:50:00,5,ra,Control,12.64,490.09224,2023-06-05 17:50:00
2023-06-05 17:50:00,5,ra,Freshwater,12.24,805.41148,2023-06-05 17:50:00
2023-06-05 17:50:00,5,ra,Seawater,12.39,799.8899399999999,2023-06-05 17:50:00
2023-06-05 17:50:00,15,ra,Control,12.64,494.63614,2023-06-05 17:50:00
2023-06-05 17:50:00,15,ra,Freshwater,12.24,541.01856,2023-06-05 17:50:00
2023-06-05 17:50:00,15,ra,Seawater,12.39,498.4985,2023-06-05 17:50:00
2023-06-05 17:50:00,30,ra,Control,12.64,525.21354,2023-06-05 17:50:00
2023-06-05 17:50:00,30,ra,Freshwater,12.24,548.56192,2023-06-05 17:50:00
2023-06-05 17:50:00,30,ra,Seawater,12.39,524.6293,2023-06-05 17:50:00
2023-06-05 17:50:00,50,ra,Control,12.64,570.34508,2023-06-05 17:50:00
2023-06-05 17:50:00,50,ra,Freshwater,12.24,588.5215999999999,2023-06-05 17:50:00
2023-06-05 17:50:00,50,ra,Seawater,12.39,544.41508,2023-06-05 17:50:00
2023-06-05 17:55:00,5,ra,Control,12.64,489.47728,2023-06-05 17:55:00
2023-06-05 17:55:00,5,ra,Freshwater,12.23,804.63618,2023-06-05 17:55:00
2023-06-05 17:55:00,5,ra,Seawater,12.39,802.3492799999999,2023-06-05 17:55:00
2023-06-05 17:55:00,15,ra,Control,12.64,494.90948,2023-06-05 17:55:00
2023-06-05 17:55:00,15,ra,Freshwater,12.23,540.75082,2023-06-05 17:55:00
2023-06-05 17:55:00,15,ra,Seawater,12.39,498.90976,2023-06-05 17:55:00
2023-06-05 17:55:00,30,ra,Control,12.64,524.8377,2023-06-05 17:55:00
2023-06-05 17:55:00,30,ra,Freshwater,12.23,548.36222,2023-06-05 17:55:00
2023-06-05 17:55:00,30,ra,Seawater,12.39,524.76778,2023-06-05 17:55:00
2023-06-05 17:55:00,50,ra,Control,12.64,570.34506,2023-06-05 17:55:00
2023-06-05 17:55:00,50,ra,Freshwater,12.23,588.08434,2023-06-05 17:55:00
2023-06-05 17:55:00,50,ra,Seawater,12.39,544.41716,2023-06-05 17:55:00
2023-06-05 18:00:00,5,ra,Control,12.64,489.54562,2023-06-05 18:00:00
2023-06-05 18:00:00,5,ra,Freshwater,12.23,803.50188,2023-06-05 18:00:00
2023-06-05 18:00:00,5,ra,Seawater,12.38,802.42082,2023-06-05 18:00:00
2023-06-05 18:00:00,15,ra,Control,12.64,494.90943999999996,2023-06-05 18:00:00
2023-06-05 18:00:00,15,ra,Freshwater,12.23,540.09648,2023-06-05 18:00:00
2023-06-05 18:00:00,15,ra,Seawater,12.38,499.15067999999997,2023-06-05 18:00:00
2023-06-05 18:00:00,30,ra,Control,12.64,524.5302,2023-06-05 18:00:00
2023-06-05 18:00:00,30,ra,Freshwater,12.23,548.04756,2023-06-05 18:00:00
2023-06-05 18:00:00,30,ra,Seawater,12.38,524.87238,2023-06-05 18:00:00
2023-06-05 18:00:00,50,ra,Control,12.64,570.27674,2023-06-05 18:00:00
2023-06-05 18:00:00,50,ra,Freshwater,12.23,588.48258,2023-06-05 18:00:00
2023-06-05 18:00:00,50,ra,Seawater,12.38,544.4536,2023-06-05 18:00:00
2023-06-05 18:05:00,5,ra,Control,12.64,489.61394,2023-06-05 18:05:00
2023-06-05 18:05:00,5,ra,Freshwater,12.23,802.1837,2023-06-05 18:05:00
2023-06-05 18:05:00,5,ra,Seawater,12.38,801.15332,2023-06-05 18:05:00
2023-06-05 18:05:00,15,ra,Control,12.64,495.08027999999996,2023-06-05 18:05:00
2023-06-05 18:05:00,15,ra,Freshwater,12.23,539.35366,2023-06-05 18:05:00
2023-06-05 18:05:00,15,ra,Seawater,12.38,499.48846,2023-06-05 18:05:00
2023-06-05 18:05:00,30,ra,Control,12.64,524.29106,2023-06-05 18:05:00
2023-06-05 18:05:00,30,ra,Freshwater,12.23,547.74656,2023-06-05 18:05:00
2023-06-05 18:05:00,30,ra,Seawater,12.38,524.93706,2023-06-05 18:05:00
2023-06-05 18:05:00,50,ra,Control,12.64,570.24258,2023-06-05 18:05:00
2023-06-05 18:05:00,50,ra,Freshwater,12.23,588.45378,2023-06-05 18:05:00
2023-06-05 18:05:00,50,ra,Seawater,12.38,544.4840399999999,2023-06-05 18:05:00
2023-06-05 18:10:00,5,ra,Control,12.63,489.44309999999996,2023-06-05 18:10:00
2023-06-05 18:10:00,5,ra,Freshwater,12.22,802.3313,2023-06-05 18:10:00
2023-06-05 18:10:00,5,ra,Seawater,12.38,801.11802,2023-06-05 18:10:00
2023-06-05 18:10:00,15,ra,Control,12.63,495.31942,2023-06-05 18:10:00
2023-06-05 18:10:00,15,ra,Freshwater,12.22,538.74996,2023-06-05 18:10:00
2023-06-05 18:10:00,15,ra,Seawater,12.38,499.74780000000004,2023-06-05 18:10:00
2023-06-05 18:10:00,30,ra,Control,12.63,523.98362,2023-06-05 18:10:00
2023-06-05 18:10:00,30,ra,Freshwater,12.22,547.6187,2023-06-05 18:10:00
2023-06-05 18:10:00,30,ra,Seawater,12.38,525.23158,2023-06-05 18:10:00
2023-06-05 18:10:00,50,ra,Control,12.63,570.24256,2023-06-05 18:10:00
2023-06-05 18:10:00,50,ra,Freshwater,12.22,588.4964200000001,2023-06-05 18:10:00
2023-06-05 18:10:00,50,ra,Seawater,12.38,544.5747,2023-06-05 18:10:00
2023-06-05 18:15:00,5,ra,Control,12.63,489.1356,2023-06-05 18:15:00
2023-06-05 18:15:00,5,ra,Freshwater,12.22,801.48438,2023-06-05 18:15:00
2023-06-05 18:15:00,5,ra,Seawater,12.38,800.8659,2023-06-05 18:15:00
2023-06-05 18:15:00,15,ra,Control,12.63,495.49024000000003,2023-06-05 18:15:00
2023-06-05 18:15:00,15,ra,Freshwater,12.22,538.3099,2023-06-05 18:15:00
2023-06-05 18:15:00,15,ra,Seawater,12.38,500.14892,2023-06-05 18:15:00
2023-06-05 18:15:00,30,ra,Control,12.63,523.67612,2023-06-05 18:15:00
2023-06-05 18:15:00,30,ra,Freshwater,12.22,547.04274,2023-06-05 18:15:00
2023-06-05 18:15:00,30,ra,Seawater,12.38,525.4276,2023-06-05 18:15:00
2023-06-05 18:15:00,50,ra,Control,12.63,570.20838,2023-06-05 18:15:00
2023-06-05 18:15:00,50,ra,Freshwater,12.22,588.46424,2023-06-05 18:15:00
2023-06-05 18:15:00,50,ra,Seawater,12.38,544.668,2023-06-05 18:15:00
2023-06-05 18:20:00,5,ra,Control,12.63,489.03312,2023-06-05 18:20:00
2023-06-05 18:20:00,5,ra,Freshwater,12.22,800.33886,2023-06-05 18:20:00
2023-06-05 18:20:00,5,ra,Seawater,12.38,800.97962,2023-06-05 18:20:00
2023-06-05 18:20:00,15,ra,Control,12.63,495.66108,2023-06-05 18:20:00
2023-06-05 18:20:00,15,ra,Freshwater,12.22,537.77276,2023-06-05 18:20:00
2023-06-05 18:20:00,15,ra,Seawater,12.38,500.46292,2023-06-05 18:20:00
2023-06-05 18:20:00,30,ra,Control,12.63,523.36862,2023-06-05 18:20:00
2023-06-05 18:20:00,30,ra,Freshwater,12.22,547.15134,2023-06-05 18:20:00
2023-06-05 18:20:00,30,ra,Seawater,12.38,525.60546,2023-06-05 18:20:00
2023-06-05 18:20:00,50,ra,Control,12.63,570.1742,2023-06-05 18:20:00
2023-06-05 18:20:00,50,ra,Freshwater,12.22,587.7238600000001,2023-06-05 18:20:00
2023-06-05 18:20:00,50,ra,Seawater,12.38,544.67562,2023-06-05 18:20:00
2023-06-05 18:25:00,5,ra,Control,12.62,488.93064000000004,2023-06-05 18:25:00
2023-06-05 18:25:00,5,ra,Freshwater,12.22,798.30212,2023-06-05 18:25:00
2023-06-05 18:25:00,5,ra,Seawater,12.38,800.79142,2023-06-05 18:25:00
2023-06-05 18:25:00,15,ra,Control,12.62,495.7294,2023-06-05 18:25:00
